Rep,Last Activity Date,DS Last Activity Date,CED,CUSTOMER,Future $,DS Future $,Comments,DS Comments,COMPANY_NAME,CONTACT_NAME,ADDRESS,SUITE_NUMBER,CITY,POSTAL,PHONE,ACCOUNT,WEEKLY, SELECTED SIC ,DISTRICT CODE,FRENCH_PREFERRED_CORRESPONDENCE,POPULATION CODE,SIC DISCRIPTION,,A,2
,,,,,,,,,ATLAS CHIROPRACTIC CTR,"BURTCH, DANIELLE DC",558 SELKIRK AVE,,WINNIPEG,R2W 2M9,2045869771,,,804101,,,,CHIROPRACTORS DC,BURTCH,RICK,OWNER
,,,,,,,,,ATLAS CHIROPRACTIC CTR,"STITT, ALAN DC",1337 PRINCESS AVE,,BRANDON,R7A 0R4,2045711880,,,804101,,,,CHIROPRACTORS DC,STITT,DOUG,OWNER
,,,,,,,,,ATLAS HEATING & SHEET METAL,,218 KINGSFORD AVE,,WINNIPEG,R2G 0J3,2043395151,,,171102,,,,HEATING CONTRACTORS,,,
,,,,,,,,,ATLAS HYDRAULICS INC,"RICHARDS, DORY",812 WALL ST,,WINNIPEG,R3G 2T8,2047864474,,,351103,,,,HYDRAULIC EQUIPMENT-MANUFACTURERS,RICHARDS,GARY,OWNER
,,,,,,,,,ATLAS MASSAGE THERAPY,"OPYRCHAL, AGNES",1695 HENDERSON HWY,103,WINNIPEG,R2G 1P1,2043344866,,,729917,,,,MASSAGE THERAPISTS,OPYRCHAL,ROBERT,MANAGER
,,,,,,,,,ATLAS PAINTING LTD,"BETKER, WALTER",30 MAHONEE DR,,WINNIPEG,R2G 3S2,2046684374,,,172101,,,,PAINTERS,BETKER,DONNA,MANAGER
,,,,,,,,,ATLAS PAWN,"ATLAS, JASON",836 MAIN ST,,WINNIPEG,R2W 3N8,2045896188,,,509404,,,,GOLD SILVER & PLATINUM-BUYERS (WHLS),ATLAS,MARK,MANAGER
,,,,,,,,,ATLAS ROOFING LTD,"LANSARD, LOUIS",935 MCLEOD AVE,,WINNIPEG,R2G 0Y4,2046636671,,,176109,,,,ROOFING CONTRACTORS,LANSARD,MARILYN,OWNER
,,,,,,,,,ATLAS SPRAYFOAM SYSTEMS LTD,,1546 WALL ST,,WINNIPEG,R3E 2S4,2047743626,,,174205,,,,INSULATION CONTRACTORS-COLD & HEAT,,,
,,,,,,,,,ATLAS WELDING EXPRESSTEEL,"DUTTON, DENNIS",3924 MAIN ST,,WEST ST PAUL,R4A 1A7,2045822346,,,336501,,,,FOUNDRIES-ALUMINUM BRASS BRONZE (MFRS),DUTTON,SHAWNE,OWNER
,,,,,,,,,ATLAS WINDOW CLEANING,,377 SOUTHALL DR,,WINNIPEG,R2V 1V5,2043345968,,,734904,,,,WINDOW CLEANING,,,
,,,,YES,,,,,ATLAS-GRAHAM INDUSTRIES CO LTD,KEVIN MC CAW,1725 SARGENT AVE,,WINNIPEG,R3H 0C5,2047754451,6587,,801104,11,,9,CLINICS,,I,2
,,,,,,,,,ATLIS GEOMATICS,"BROOKER, MARK P",1333 DUGALD RD,,WINNIPEG,R2J 0H3,2047751211,,,594308,,,,MAPS-DEALERS,BROOKER,SHEENA,SITE MANAGER
,,,,,,,,,ATM MARKETING INC,"BULEZIUK, MARK",179 MCDERMOT AVE,,WINNIPEG,R3B 0S1,2040001111,,,602103,,,,AUTOMATED TELLER MACHINES,BULEZIUK,ALLAN,OWNER
,,,,,,,,,ATM MOBILE,"ADAMS, JAMES",4251 LORNE HILL RD,,EAST ST PAUL,R2E 1E2,2047978045,,,729917,,,,MASSAGE THERAPISTS,ADAMS,MARLENE,MANAGER
,,,,,,,,,ATOMIC HAIR STUDIO,,620 ACADEMY RD,E,WINNIPEG,R3N 0E6,2044896207,,,723106,,,,BEAUTY SALONS,,,
,,,,,,,,,ATOMIC PLUMBING & HEATING,"POWORSKI, WAYNE",695 LOCKPORT RD,,LOCKPORT,R1A 3H9,2049816232,,,171105,,,,PLUMBING CONTRACTORS,POWORSKI,MIKE,MANAGER
,,,,yes,,,,,ATOM-JET INDUSTRIES LTD,BARRY LA ROCKUE,2110 PARK AVE,,BRANDON,R7B 0R9,2047288590,7745,,799302,7,,5,CASINOS,,A,MANAGER
,,,,,,,,,A-TOP CSTM METAL INSTALLATIONS,,325 KNOWLES AVE,,WINNIPEG,R2G 1E1,2042902662,,,171103,,,,SHEET METAL WORK CONTRACTORS,,,
,,,,,,,,,A-TOP CSTM METAL INSTALLATIONS,,195 WATT ST,,WINNIPEG,R2L 1S2,2046636404,,,171103,,,,SHEET METAL WORK CONTRACTORS,,,
,,,,,,,,,ATP NUTRITION LTD,,RR 1,,MACDONALD,R0H 0S0,2042872023,,,519102,,,,FARM SUPPLIES (WHLS),,,
,,,,,,,,,A-TRI-M WINDOWS & DOORS LTD,,2082 NESS AVE,10,WINNIPEG,R3J 0Z3,2045827898,,,521107,,,,WINDOWS,,,
,,,,no,,,,,ATS & LAURER TRNSPRTN SVC,RICK SMITH,1725 ST JAMES ST,13,WINNIPEG,R3H 1H3,2046331663,,,912102,11,,9,GOVERNMENT OFFICES-STATE,,A,2
,,,,,,,,,ATS TRAFFIC,"KEATES, JEFF",982 POWELL AVE,,WINNIPEG,R3H 0H6,2042331600,,,366905,,,,TRAFFIC SIGNS SIGNALS & EQUIP-MFRS,KEATES,MINH,OWNER
,,,,,,,,,ATTA SUSHI,,741 ST MARY'S RD,7,WINNIPEG,R2M 3N5,2046916364,,,581208,,,,RESTAURANTS,,,
,,,,,,,,,ATTACK LABELS LTD,,1335 ERIN ST,103,WINNIPEG,R3E 2S7,2042242148,,,508474,,,,LABELING EQUIPMENT (WHLS),,,
,,,,,,,,,ATTIC ADDICTS INSULATORS,"STANLEY, DAVE",63056 ROAD 34W,,SOUTHPORT,R0H 1N0,2044287000,,,174205,,,,INSULATION CONTRACTORS-COLD & HEAT,STANLEY,ALAN,MANAGER
,,,,,,,,,ATTIC FURNITURE LTD,"MALIBORSKI, TED",216 SHERBROOK ST,,WINNIPEG,R3C 2B6,2047835213,,,614101,,,,LOANS,MALIBORSKI,JOE,PRESIDENT
,,,,,,,,,ATTIC INSULATION,"FRIESEN, FRANK",PO BOX 131,,STE ANNE,R5H 1R1,2043464681,,,174205,,,,INSULATION CONTRACTORS-COLD & HEAT,FRIESEN,RICK,MANAGER
,,,,,,,,,"ATTWELL, SIANA",,120 DONALD ST,1405,WINNIPEG,R3C 4G2,2049512701,,,804902,,,,HYPNOTISTS,ATTWELL,KEVIN A,
,,,,no,,,,,AUBIN NURSERIES LTD,GERRY AUBIN,HWY 3,,CARMAN,R0G 0J0,2047456703,,,912102,3,,1,GOVERNMENT OFFICES-STATE,,B,2
,,,,,,,,,AUDET MASONRY & TILE,"AUDET, DUANE",173 CRESTWOOD CRES,,WINNIPEG,R2J 1H9,2042575183,,,174101,,,,MASONRY CONTRACTORS,AUDET,JIM,OWNER
,,,,,,,,,AUDIO WORKS PRODUCTION SVC LTD,,199 OMANDS CREEK BLVD,5,WINNIPEG,R2R 1V9,2047727193,,,506507,,,,SOUND SYSTEMS & EQUIPMENT (WHLS),,,
,,,,,,,,,AUDITORIUM THEATRE,"KRISTJANSON, RICK",228 WELLINGTON ST W,,VIRDEN,R0M 2C0,2047481982,,,792207,,,,THEATRES-LIVE,KRISTJANSON,SHELLEY,OWNER
,,,END 2011,NO,,,,,AUDLEY CARTAGE LTD.,,346 OAK POINT HWY,"WINNIPEG, MB R2R 1V1",WINNIPEG,R2R 1V1,(204)631-3735,2896,,,,,,,,,
,,,,,,,,,AUDREY'S HAIR PLACE,"ZUMONSKY, AUDREY",1133 HENDERSON HWY,,WINNIPEG,R2G 1L4,2043387901,,,723106,,,,BEAUTY SALONS,ZUMONSKY,,
,,,,,,,,,AUGUST SAWCHUK LTD,,3475 MAIN ST,,WEST ST PAUL,R4A 1A1,2042192882,,,872110,,,,ACCOUNTANTS-CERTIFIED-MANAGEMENT,,,
,,,,,,,,,AUGUSTINE UNITED CHURCH,"SHEPHERD, LORAINE",444 RIVER AVE,,WINNIPEG,R3L 0C7,2042842250,,,866107,,,,CHURCHES,SHEPHERD,MARGARET,MANAGER
,,,,,,,,,AULDEN SECRUITY & MONITORING,"PRYSTAYKO, DENNIS",87 BERNARD BAY,,WINNIPEG,R2C 3Y2,2049570769,,,874813,,,,SECURITY SYSTEMS CONSULTANTS,PRYSTAYKO,DAVID,PARTNER
,,,,,,,,,AULNEAU RENEWAL CTR,"NICKEL, IRMIE",228 HAMEL AVE,,WINNIPEG,R2H 0K6,2049877090,,,839998,,,,NON-PROFIT ORGANIZATIONS,NICKEL,LULU,MANAGER
,,,,no,,,,,AURA HAIR & NAIL SALON,ANTONIO SANTARSIERI,2305 MCPHILLIPS ST,309,WINNIPEG,R2V 3E1,2043388347,,,912102,11,,9,GOVERNMENT OFFICES-STATE,,I,2
,,,,,,,,,AURA HAIR GROUP,"SANTIERISERE, DANNY",1485 PORTAGE AVE,129,WINNIPEG,R3G 0W4,2047837359,,,569928,,,,HAIR GOODS & SUPPLIES-RETAIL,SANTIERISERE,ROBERT,OWNER
,,,,no,,,,,AURA HAIR SALON,PAT POTENZA,1555 REGENT AVE W,70,WINNIPEG,R2C 4J2,2046618145,,,799601,11,,9,AMUSEMENT PLACES,,B,2
,,,,no,,,,,AURA HAIR SALON,ROCCO MACCHIA,1225 ST MARY'S RD,109,WINNIPEG,R2M 5E5,2042557181,,,149901,11,,9,STONE-CRUSHED,,A,2
,,,,,,,,,AURA NIGHTCLUB,,575 PORTAGE AVE,,WINNIPEG,R3B 2G2,2044150965,,,581304,,,,NIGHT CLUBS,,,
,,,,,,,,,AURELE'S HAIRSTYLING,"BERTHELETTE, AURELE",470 PROVENCHER BLVD,,WINNIPEG,R2J 0B9,2042373257,,,724101,,,,BARBERS,BERTHELETTE,JEFF,OWNER
,,,,,,,,,AURORA FAMILY THERAPY CTR,"REHBEIN, RANDY",515 PORTAGE AVE,,WINNIPEG,R3B 2E9,2047869251,,,832215,,,,MARRIAGE & FAMILY COUNSELORS,REHBEIN,STEVEN,OWNER
,,,,,,,,,AURORA PHOTO STUDIO,,1354 MAIN ST,207,WINNIPEG,R2W 3T8,2045820766,,,722101,,,,PHOTOGRAPHERS-PORTRAIT,,,
,,,,,,,,,AURORA TV SALES & SVC,"KOSIOR, JOE",1139 ROSSER AVE,,BRANDON,R7A 0L8,2047278379,,,573103,,,,TELEVISION & RADIO-DEALERS,KOSIOR,RICHARD,MANAGER
,,,,YES,,,,,AUSTIN & DISTRICT COMMNTY HALL,"WIEBE, TERESA",44 2ND AVE W,,AUSTIN,R0H 0C0,2046372344,1484,,799935,,,,HALLS & AUDITORIUMS,WIEBE,ADAM,OWNER
,,,,,,,,,AUSTIN BAKE & COFFEE SHOP,"WALL, FELICIA",30 2ND AVE,,AUSTIN,R0H 0C0,2046372028,,,546102,,,,BAKERS-RETAIL,WALL,RANDY,MANAGER
,,,,,,,,,AUSTIN CHRISTIAN ACADEMY,"KRAUSCOPF, MYLA",NE 5-12-11W,,AUSTIN,R0H 0C0,2046372303,,,821103,,,,SCHOOLS,KRAUSCOPF,MIKA,MANAGER
,,,,,,,,,AUSTIN COMMUNITY CTR,,60 1ST AVE,,AUSTIN,R0H 0C0,2046372370,,,912104,,,,"GOVERNMENT OFFICES-CITY, VILLAGE & TWP",,,
,,,,,,,,,AUSTIN CREDIT UNION,"PAINTER, CATHY",24 2 AVE,,AUSTIN,R0H 0C0,2043856140,,,606101,,,,CREDIT UNIONS,PAINTER,CORNELL,MANAGER
,,,,,,,,,AUSTIN CREDIT UNION,"DAVEY, TAMMY",30 HAMPTON ST E,,MACGREGOR,R0H 0R0,2043856150,,,606101,,,,CREDIT UNIONS,DAVEY,TERRI E,MANAGER
,,,,,,,,,AUSTIN CREDIT UNION,"BRAUN, KOREEN",52 DENNIS ST W,,GLADSTONE,R0J 0T0,2043856020,,,606101,,,,CREDIT UNIONS,BRAUN,LYNDON,OWNER
,,,,,,,,,AUSTIN CREDIT UNION,"BRAUN, KOREEN",100 BURROWS AVE N,,PLUMAS,R0J 1P0,2043856167,,,606101,,,,CREDIT UNIONS,BRAUN,MARNIE,OWNER
,,,,,,,,,AUSTIN CREDIT UNION,"NICHOL, HALI",14 TUPPER ST S,,PORTAGE-LA-PR,R1N 1W6,2043856170,,,606101,,,,CREDIT UNIONS,NICHOL,CARL,MANAGER
,,,,YES,,,,,AUSTIN CUT & WRAP,"DYCK, HENRY",4 2ND AVE,,AUSTIN,R0H 0C0,2046372422,5989,,542107,,,,MEAT-RETAIL,DYCK,LISA,MANAGER
,,,,,,,,,AUSTIN ELEMENTARY SCHOOL,"MCKINSTRY, KYLE",7 FRASER ST N,,AUSTIN,R0H 0C0,2046372240,,,821103,,,,SCHOOLS,MCKINSTRY,BRADLEY,OWNER
,,,,,,,,,AUSTIN EVANGELICAL FELLOWSHIP,"BELL, COLIN",8 SOUTH AVE,,AUSTIN,R0H 0C0,2046372173,,,866107,,,,CHURCHES,BELL,BETTY,OWNER
,,,,,,,,,AUSTIN FIRE DEPT,,10 2ND AVE,,AUSTIN,R0H 0C0,2046372450,,,922404,,,,FIRE DEPARTMENTS,,,
,,,,NO,,,,,AUSTIN MCC THRIFT STORE,,7 BROMELY,"AUSTIN, MB R0H 0C0",AUSTIN,R0H 0C0,(204)637-2427,3653,,,,,,,,,
,,,,,,,,,AUSTIN NORFOLK LUMBER & SUPPLY,"DRIEDGER, BRAD",33 TOWNLEY ST,,AUSTIN,R0H 0C0,2046372162,,,175103,,,,CABINET MAKERS,DRIEDGER,HAROLD,OWNER
,,,,,,,,,AUTHENTIQUE HAIR DESIGN,"CHAMPAGNE, JIM",27 RED RIVER BLVD W,G,WINNIPEG,R2V 4E2,2043343799,,,723106,,,,BEAUTY SALONS,CHAMPAGNE,ARNOLD,OWNER
,,,,,,,,,AUTISM LEARNING CTR,,3525 ROBLIN BLVD,,WINNIPEG,R3R 0C6,2042267247,,,821103,,,,SCHOOLS,,,
,,,,,,,,,AUTISM SOCIETY MANITOBA,"MC KAY, SANDRA",825 SHERBROOK ST,,WINNIPEG,R3A 1M5,2049753108,,,832218,,,,SOCIAL SERVICE & WELFARE ORGANIZATIONS,MC KAY,SEAN,MANAGER
,,,END 2005,NO,,,,,AUTO AG,"STEPHENSON, MURRY",1506 PARK AVE,,BRANDON,R7A 1J4,2047253728,7465,,371401,,,,AUTOMOBILE PARTS & SUPPLIES-MFRS,STEPHENSON,CARL,SITE MANAGER
,,,,,,,,,AUTO APPROVE,"SNOW, ANDREW",310 NAIRN AVE,3,WINNIPEG,R2L 0W9,2042846252,,,874201,,,,BUSINESS MANAGEMENT CONSULTANTS,SNOW,GUY,OWNER
,,,,,,,,,AUTO CAMPING,"AHLRICHS, DETLEF",47 LYDIA ST,,WINNIPEG,R3A 1K7,2049872466,,,501501,,,,AUTOMOBILE PARTS-USED & REBUILT (WHLS),AHLRICHS,CURT,OWNER
,,,,,,,,,AUTO CENTRE AT THE BAY,"GARDNER, RICHARD",450 PORTAGE AVE,,WINNIPEG,R3C 0E7,2047741594,,,554101,,,,SERVICE STATIONS-GASOLINE & OIL,GARDNER,GLEN,GENERAL MGR
,,,,,,,,,AUTO CHECK INSPECTION SVC INC,"GERES, DAVID",1037 SPRINGFIELD RD,,WINNIPEG,R2G 3T2,2046541266,,,753801,,,,AUTOMOBILE REPAIRING & SERVICE,GERES,TOM,EXEC DIRECTOR
,,,,,,,,,AUTO CHENG ARCHITECTS,"CHENG, OTTO",1214 CHEVRIER BLVD,B,WINNIPEG,R3T 1Y3,2044538898,,,871202,,,,ARCHITECTS,CHENG,BRUCE,OWNER
,,,,YES,,,,,AUTO CITY GARAGE,"REMPEL, RUBEN",22 LOEWEN BLVD,2,STEINBACH,R5G 1X4,2043263838,3702,,553111,,,,AUTOMOBILE PARTS & SUPPLIES-RETAIL-NEW,REMPEL,WAYNE,OWNER
,,,END 2009,NO,,,,,AUTO CITY MAZDA,,197 MAIN STREET,"STEINBACH, MB R0A 2A0",STEINBACH,R0A 2A0,(204)326-6437,7081,,,,,,,,,
,,,END 2014,NO,,,,,AUTO CITY TRANSMISSIONS,,930 MAIN STREET,"STEINBACH, MB R5G 1Z9",STEINBACH,R5G 1Z9,(204)326-5050,6033,,,,,,,,,
,,,,,,,,,AUTO EMERGENCY REPAIR,,78 LOWSON CRESCENT,,WINNIPEG,R3P 0T3,2049517800,,,769999,,,,REPAIR SHOPS & RELATED SERVICES NEC,,,
,,,,,,,,,AUTO EXCELL,"DUKVIC, DRAZEN",712 PORTAGE AVE,,WINNIPEG,R3G 0M6,2048884070,,,551103,,,,AUTOMOBILE DEALERS-USED CARS,DUKVIC,RUSSEL,MANAGER
,,,,,,,,,AUTO EXTREME,"NEUDORF, DARREN",444 BROOKLYN ST,,WINNIPEG,R3J 1M7,2048855371,,,508708,,,,CAR WASHING/POLISHING EQUIP/SUPLS (WHLS),NEUDORF,CREG,MANAGER
,,,,,,,,,AUTO GALLERY CUSTOM & LUXURIES,"STEFANSON, NATHAN",3680 PORTAGE AVE,,WINNIPEG,R3K 0Z8,2048953680,,,551103,,,,AUTOMOBILE DEALERS-USED CARS,STEFANSON,KEN,OWNER
,,,,,,,,,AUTO GALLERY OF WINNIPEG,"PEDERSON, GORD",3777 PORTAGE AVE,B,WINNIPEG,R3K 0X6,2048953777,,,551102,,,,AUTOMOBILE DEALERS-NEW CARS,PEDERSON,LUCY,RELIGIOUS DIR
,,,,,,,,,AUTO GLASS DETAILING,"SCHENKEL, ALEX",600 ROBLIN BLVD E,,WINKLER,R6W 1A8,2043257346,,,754203,,,,AUTOMOBILE DETAIL & CLEAN-UP SERVICE,SCHENKEL,ALAN,PRINCIPAL
,,,,,,,,,AUTO GLO DETAIL SUPPLY INC,,247 MCPHILLIPS ST,,WINNIPEG,R3E 2K5,2046675595,,,508708,,,,CAR WASHING/POLISHING EQUIP/SUPLS (WHLS),,,
,,,,yes,,,,,AUTO HAUS FORT GARRY LTD,"MUELLER, BRAEDEN",660 PEMBINA HWY,,WINNIPEG,R3M 2M5,2044537918,5887,,551102,,,,AUTOMOBILE DEALERS-NEW CARS,MUELLER,VERN,MANAGER
,,,,yes,,,,,AUTO LINE PRODUCTS LTD,CYRIL RUSSELL,675 GOLSPIE ST,,WINNIPEG,R2K 2V2,2046688242,2037,,769942,11,,9,FARM EQUIPMENT-REPAIRING & PARTS,,A,MANAGER
,,,,no,,,,,AUTO LIST OF CANADA,ISHWAR THAWANI,823 REGENT AVE W,,WINNIPEG,R2C 3A7,2042240636,,,19101,11,,9,MUSHROOMS,,A,2
,,,END 2004,NO,,,,,AUTO MAGIC OF MANITOBA,"OBRIEN, JIM",1145 KEEWATIN ST,,WINNIPEG,R2X 2Z3,2046975874,2161,,508708,,,,CAR WASHING/POLISHING EQUIP/SUPLS (WHLS),OBRIEN,CHRIS,OWNER
,,,,YES,,,,,AUTO PARTS CENTRAL,,37 LOEWEN BLVD,"STEINBACH, MB R0A 2A0",STEINBACH,R0A 2A0,(001)326-4464,9110,,,,,,,,,
,,,,YES,,,,,AUTO PARTS CENTRAL,"LEPEGE, PETE",1500 REGENT AVE W,8,WINNIPEG,R2C 3A8,2049447769,8118,,553111,,,,AUTOMOBILE PARTS & SUPPLIES-RETAIL-NEW,LEPEGE,HARRIS,MANAGER
,,,,YES,,,,,AUTO PARTS CENTRAL,"LE PAGE, PETE",812 WALL ST,,WINNIPEG,R3G 2T8,2049751347,1229,,353105,,,,EXCAVATION EQUIPMENT MANUFACTURERS,LE PAGE,ANNA,SITE MANAGER
,,,,,,,,,AUTO PARTS CENTRAL,"NEFF, DELMAR",99 MAIN ST,,MELITA,R0M 1L0,2045228653,,,501313,,,,AUTOMOBILE PARTS & SUPPLIES-WHOLESALE,NEFF,TRUNG,PRESIDENT
,,,,,,,,,AUTO PARTS CENTRAL,"LE PAGE, PETE",704 PACIFIC AVE,,BRANDON,R7A 0H9,2047270793,,,553111,,,,AUTOMOBILE PARTS & SUPPLIES-RETAIL-NEW,LE PAGE,NORMAN,MANAGER
,,,,,,,,,AUTO PARTS CTR,"JUSKIW, LAWRENCE",1102 NOTRE DAME AVE,,WINNIPEG,R3E 0N8,2047837400,,,501313,,,,AUTOMOBILE PARTS & SUPPLIES-WHOLESALE,JUSKIW,TIM,RELIGIOUS DIR
,,,,,,,,,AUTO RESURRECTION,"SOMMERFELD, RALPH",422 LINWOOD ST,,WINNIPEG,R3J 2E1,2047994230,,,552102,,,,AUTOMOBILE-ANTIQUE & CLASSIC,SOMMERFELD,EDWARD,OWNER
,,,,,,,,,AUTO STRIPE,"KWAN, WILSON",1275 DUGALD RD,,WINNIPEG,R2J 0H3,2046331217,,,399302,,,,SIGNS (MFRS),KWAN,DAN,CEO
,,,,no,,,,,AUTO TOWN,BEN HABER,810 REGENT AVE W,,WINNIPEG,R2C 3A8,2042225273,,,821103,11,,9,ACCOUNTANTS,,A,2
,,,,,,,,,AUTO VALUE PARTS STORES,,515 BROADWAY AVE,,KILLARNEY,R0K 1G0,2045238631,,,553111,,,,AUTOMOBILE PARTS & SUPPLIES-RETAIL-NEW,,TONY,
,,,,,,,,,AUTO VALUE PARTS STORES,"TENNANT, JIM",660 WALL ST,,WINNIPEG,R3G 2T3,2047868871,,,753801,,,,AUTOMOBILE REPAIRING & SERVICE,TENNANT,TRACY,RELIGIOUS DIR
,,,,,,,,,AUTO VALUE PARTS STORES,"HARMS, DOUG",281 PTH 12 N,,STEINBACH,R5G 1T8,2043269777,,,553111,,,,AUTOMOBILE PARTS & SUPPLIES-RETAIL-NEW,HARMS,GEORGE,PRESIDENT
,,,,no,,,,,AUTO WEST INC,JEFF NOVAKOSKI,2150 MCPHILLIPS ST,,WINNIPEG,R2V 3C8,2046327135,,,821103,11,,9,ACCOUNTANTS,,B,2
,,,,,,,,,AUTO4U MARKETING SVC AGENCY,,338 OTTAWA AVE,,WINNIPEG,R2K 1K8,2044708424,,,874213,,,,MARKETING PROGRAMS & SERVICES,,,
,,,,,,,,,AUTOBAHN ACCESS,"RUDA, RAHIM",337 HARGRAVE ST,,WINNIPEG,R3B 2J7,2046327573,,,573407,,,,COMPUTER & EQUIPMENT DEALERS,RUDA,BELLE,MANAGER
,,,,,,,,,AUTOCRAFT REBUILDERS INC,"SEESAHAI, JOE",597 MARION ST,,WINNIPEG,R2J 0K1,2042351125,,,523110,,,,GLASS-AUTO PLATE & WINDOW & ETC,SEESAHAI,LORAINE,MANAGER
,,,,,,,,,AUTOGLASS EXPRESS,"DEMARCE, DAVE",35 28TH ST N,,BRANDON,R7B 4E9,2047251700,,,523110,,,,GLASS-AUTO PLATE & WINDOW & ETC,DEMARCE,DANNY,SITE MANAGER
,,,,,,,,,AUTOHANN,"URBANO, RONALDO",09 INKSTER BLVD,F09,WINNIPEG,R2X 1R3,2046940528,,,753801,,,,AUTOMOBILE REPAIRING & SERVICE,URBANO,ART,MANAGER
,,,,,,,,,AUTOHANN AUTO CARE CTR,"URBANO, RON",1833 INKSTER BLVD,F9,WINNIPEG,R2X 1R3,2046940528,,,751303,,,,TRUCK RENTING & LEASING,URBANO,RUTH,SITE MANAGER
,,,,,,,,,AUTOLAND INC,,1683 MAIN ST,,WINNIPEG,R2V 1Z3,2043382277,,,551102,,,,AUTOMOBILE DEALERS-NEW CARS,,,
,,,,YES,,,,,AUTOLINE PRODUCTS,,675 GOLSPIE STREET,"WINNIPEG, MB R2K 2V2",WINNIPEG,R2K 2V2,(204)668-8242,2037,,,,,,,,,
,,,,,,,,,AUTOMATED CONTROL SYSTEMS,"DESBOIS, PIERRE",99 AMELIA CRES,,WINNIPEG,R2K 3X4,2043345948,,,508471,,,,MACHINERY-REBUILDING & REPAIRING (WHLS),DESBOIS,CHARLES,PRINCIPAL
,,,,,,,,,AUTOMAX,"BRENNAN, HARVEY",1700 WAVERLEY ST,C,WINNIPEG,R3T 5V7,2044871858,,,551103,,,,AUTOMOBILE DEALERS-USED CARS,BRENNAN,DOUG,MANAGER
,,,END 2009,NO,,,,,AUTOMOTIVE CONNECTION,"CHRISTIAN, BRUCE",51 LILY ST,,WINNIPEG,R3B 0Z9,2049421030,6425,,753801,,,,AUTOMOBILE REPAIRING & SERVICE,CHRISTIAN,SCOTT,OWNER
,,,,,,,,,AUTOMOTIVE REFINISH TECHNOLOGS,"SAWLER, MIKE",1680 DUBLIN AVE,5,WINNIPEG,R3H 1A8,2046944538,,,501309,,,,AUTOMOBILE BODY SHOP EQUIP/SUPLS (WHLS),SAWLER,LINDA,OWNER
,,,,,,,,,AUTOMOTIVE SOURCE OF CANADA,,441 MAIN ST,300,WINNIPEG,R3B 1B4,2044159609,,,753801,,,,AUTOMOBILE REPAIRING & SERVICE,,,
,,,,YES,,,,,AUTOPIA AUTOMOTIVE INC,,855 CAVALIER DRIVE,"WINNIPEG, MB R2Y 1C6",WINNIPEG,R2Y 1C6,(204)414-3965,7402,,,,,,,,,
,,,,,,,,,AUTOQUEST AUTO SALES INC,"SPROULE, MICHAEL",205 MELNICK RD,,WINNIPEG,R3X 1V5,2042532886,,,551103,,,,AUTOMOBILE DEALERS-USED CARS,SPROULE,MIKE,OWNER
,,,,YES,,,,,AUTOTOWN,"ULRICH, ANDRES",810 REGENT AVE W,,WINNIPEG,R2C 3A8,2046682886,1416,,551102,,,,AUTOMOBILE DEALERS-NEW CARS,ULRICH,MIKE,OWNER
,,,,,,,,,AUTOVATION,"HOARD, LEN",544 GUNN RD,,WINNIPEG,R2C 2Z2,2042227578,,,874819,,,,AUTOMATION CONSULTANTS,HOARD,SHAUN,MANAGER
,,,,,,,,,AUTOWORKS BY LOEWEN,"GILL, GASPAL",306 STANLEY ST,,WINNIPEG,R3A 0W9,2049424690,,,753201,,,,AUTOMOBILE BODY-REPAIRING & PAINTING,GILL,BERRY,OWNER
,,,,,,,,,AUTUMN HOUSE INC,"NEUSTAEDTER, MARLENE",790 WELLINGTON AVE,100,WINNIPEG,R3E 3K9,2047725929,,,805904,,,,RETIREMENT COMMUNITIES & HOMES,NEUSTAEDTER,MIKE,MANAGER
,,,,,,,,,AUTUMNWOOD ANTIQUE REFINISHING,"BRENEN, NEAL",424 KENSINGTON ST,A,WINNIPEG,R3J 1J7,2047836070,,,175104,,,,WOOD FINISHING & REFINISHING SERVICE,BRENEN,BARRY,OWNER
,,,,,,,,,AUTUMNWOOD DENTAL CLINIC,"SROAY, HARPREET",414 WESTMOUNT DR,11,WINNIPEG,R2J 1P2,2042560987,,,802101,,,,DENTISTS,SROAY,KENT,MANAGER
,,,,,,,,,AVAAL TECHNOLOGY SOLUTIONS,,1780 WELLINGTON AVE,100,WINNIPEG,R3H 1B3,2047721313,,,754908,,,,AUTOMOBILE INSPECTION STATIONS-NEW/USED,,,
,,,,,,,,,AVALANCHE FLOORING INC,"LOWMAN, BARBARA",2626 PORTAGE AVE,,WINNIPEG,R3J 0P8,2048322626,,,721705,,,,RUGS,LOWMAN,KRAIG,OWNER
,,,,,,,,,AVALON DENTAL TECHNOLOGIES,"CONTIU, OLIVIA",334 BARKER BLVD,,WINNIPEG,R3R 2M2,2048958551,,,802101,,,,DENTISTS,CONTIU,SHELLEY,PRINCIPAL
,,,,,,,,,AVALON INSTITUTE-APPLIED SCNCE,"YAMKO-HOMBACH, VALENTINA",976 ELGIN AVE,,WINNIPEG,R3E 1B4,2044894569,,,842202,,,,NATURE CENTERS,YAMKO-HOMBACH,JOE,
,,,,,,,,,AVALON THEATRE,,98 1ST ST,,SOURIS,R0K 2C0,2044835215,,,792207,,,,THEATRES-LIVE,,D M,
